income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
55910,86,4,3,0,1,324.348688
43054,68,5,41,0,4,326.4
64543,65,1,84,0,2,200.177163
75988,67,0,40,0,2,200.54531
0,64,26,99,0,2,572.522796
29051,73,31,79,0,1,153.200014
87382,72,26,65,0,5,345.6
30694,91,22,23,1,1,436.8
0,85,4,18,0,2,877.034575
49259,144,35,36,0,2,820.431905
47528,77,10,73,1,1,277.582137
70624,106,6,52,0,3,49.234943
0,64,27,62,0,2,505.975326
31409,93,10,50,0,2,381.960657
35504,128,4,86,0,3,404.303518
44833,72,24,59,0,3,345.6
24423,67,5,62,0,6,321.6
0,127,20,31,0,2,609.6
0,69,22,98,3,8,433.959806
0,61,5,51,0,7,439.2
96917,71,31,16,0,9,373.047039
84450,68,18,12,0,1,291.257059
0,111,4,8,0,2,1018.808223
0,115,19,39,0,2,840.179082
10097,110,17,69,0,1,218.635593
33255,138,0,20,0,1,662.4
94132,73,31,68,0,2,350.4
42602,85,7,75,3,3,63.161647
17250,62,16,90,0,3,175.528642
74212,73,16,26,0,1,188.878749
85756,61,18,74,0,3,117.036869
24910,63,7,63,1,1,347.857619
41596,66,12,12,0,5,316.8
72202,63,12,13,0,1,453.6
33967,76,0,60,0,8,364.8
77951,93,28,46,3,1,19.668633
77521,73,6,66,0,3,350.4
0,109,12,66,0,2,852.460341
86305,62,1,99,0,5,80.73124
0,92,4,83,2,3,662.4
57693,76,16,56,0,3,547.2
0,112,6,37,3,7,78.975117
33137,74,16,8,0,4,472.500375
0,68,24,31,0,2,489.6
44938,183,7,37,0,1,2069.309854
33617,117,6,12,0,2,761.722334
38460,61,11,98,0,1,191.365686
0,67,23,88,0,1,482.4
40171,123,13,23,0,1,576.880144
0,64,10,72,0,2,307.2
36631,62,30,77,0,1,67.530904
74335,187,3,4,0,1,896.436023
79421,104,2,85,0,2,115.126739
38466,68,18,5,0,8,204.685796
54495,61,7,3,0,8,182.350945
0,112,8,28,0,1,806.4
14290,271,20,40,0,1,1300.8
0,73,9,94,0,2,350.4
45776,89,2,17,0,2,95.95081
94263,98,33,78,0,3,112.420211
12181,108,10,19,0,4,591.511506
97268,85,23,88,0,2,35.278648
28995,67,28,42,0,1,321.6
25030,113,16,97,4,1,542.4
12613,70,6,81,0,3,336.0
0,64,18,30,0,1,460.8
25927,103,6,20,0,1,674.973614
0,134,29,43,0,6,643.2
28215,65,15,26,0,3,468.0
18375,103,8,50,0,1,535.080276
43221,87,33,51,0,7,398.735257
0,84,4,29,0,1,849.011958
0,84,18,25,1,4,481.025786
52082,79,2,47,0,1,379.2
50719,68,10,28,0,1,394.248334
0,123,33,35,0,1,590.4
0,110,7,40,0,5,528.0
39248,87,27,22,0,1,386.765125
0,82,11,35,0,1,590.4
68463,70,19,67,1,1,336.0
38096,99,3,28,0,1,475.2
42124,101,3,78,0,6,484.8
21073,106,25,54,1,3,508.8
24149,61,15,10,0,3,292.8
10312,78,10,63,0,1,486.278557
0,77,15,31,0,1,404.82483
74115,63,24,24,0,2,275.349481
34624,95,28,66,0,1,270.370335
36108,128,5,35,2,9,614.4
0,127,22,53,0,1,914.4
0,118,23,54,0,1,959.849922
43184,102,6,81,0,2,376.836888
0,67,9,37,0,1,146.301396
35349,102,7,2,0,4,489.6
0,124,32,75,0,1,250.723005
35095,73,25,56,0,2,525.6
13164,70,0,45,0,2,75.393383
0,141,7,32,0,1,676.8
94880,79,18,73,3,3,347.595108
95301,114,34,43,0,1,547.2
56202,107,19,33,0,8,513.511091
35592,82,34,38,0,1,496.805418
0,113,4,13,0,2,542.4
0,102,1,99,0,1,489.6
0,89,6,55,0,2,640.8
11097,73,26,50,0,4,350.4
74900,208,31,63,0,6,998.4
23576,89,8,72,0,2,383.508096
23393,95,26,37,0,1,456.0
0,95,3,29,0,9,149.843223
0,73,3,93,0,1,350.4
66346,87,15,7,1,4,78.179743
58109,86,9,6,0,1,412.8
92766,71,17,15,0,2,379.029102
26307,73,26,1,0,2,313.192439
0,69,6,52,0,2,238.057939
21171,72,2,40,0,3,345.6
82753,114,3,42,0,2,264.666921
0,64,8,12,0,1,757.206098
39754,85,2,35,0,1,62.282034
0,67,29,88,0,2,321.6
0,76,17,34,1,2,364.8
0,70,18,46,0,2,712.619939
91915,186,0,91,0,1,93.56694
21514,62,0,59,0,2,257.248789
43276,104,16,11,0,1,499.2
75531,102,2,13,0,4,489.6
23665,67,19,50,0,2,404.817249
0,118,9,26,0,1,566.4
96337,127,19,12,0,3,609.6
60180,183,14,70,0,2,988.533256
0,63,4,52,0,2,685.12694
30376,66,26,16,0,6,316.8
88997,72,9,71,0,3,174.041566
69236,63,31,83,1,1,110.868874
27627,63,10,43,0,2,453.6
77524,68,12,95,3,6,64.799325
75449,61,3,31,0,1,130.775164
35666,131,12,76,0,1,312.110029
17658,65,10,44,0,1,312.0
0,71,0,44,0,1,340.8
20567,72,24,76,4,1,345.6
30061,104,4,22,0,1,499.2
0,74,32,62,0,3,532.8
20354,116,23,0,0,1,556.8
36637,192,28,52,0,3,921.6
0,131,34,61,0,9,628.8
63860,62,26,81,0,1,208.598246
0,199,4,29,3,1,955.2
58544,114,19,48,0,2,769.788818
54586,76,1,91,0,2,122.590766
57248,74,31,17,0,1,355.2
0,134,15,3,0,1,964.8
66037,69,2,83,0,2,69.004181
29462,107,28,23,1,1,513.6
64541,86,16,43,0,2,256.279637
27382,71,33,35,0,1,134.104322
32311,79,10,23,0,3,207.289724
23830,76,24,22,1,1,364.8
88178,70,32,78,0,2,336.0
72236,80,2,29,0,2,518.064733
0,112,19,42,0,6,438.812143
67890,63,23,26,0,3,174.08854
38713,66,31,69,4,6,316.8
77803,63,30,18,0,2,217.554695
51643,283,16,43,0,1,1358.4
46402,113,7,2,0,1,476.385575
92044,132,7,77,0,3,617.288574
16040,96,29,93,0,2,611.476898
0,135,12,84,4,2,980.52817
17622,65,1,36,1,3,312.0
0,188,5,61,4,1,2156.011022
12430,73,22,13,0,4,350.4
58414,210,7,24,2,1,1008.0
17257,70,1,88,0,2,551.132139
70492,70,29,82,0,7,328.362698
68229,96,11,41,0,5,460.8
33397,106,31,15,0,5,508.8
72503,106,29,99,0,2,295.821353
90349,64,31,77,0,1,435.7186
0,87,24,23,0,7,626.4
25480,117,26,49,3,1,486.545439
72462,68,8,70,0,2,272.737308
27677,72,10,82,1,3,345.6
25743,79,13,63,0,8,596.2476
74935,112,15,62,0,1,192.859737
0,71,13,50,0,1,511.2
15921,92,9,12,1,4,571.549745
30095,136,0,94,0,2,652.8
20587,106,14,21,0,2,363.77598
0,117,9,12,0,2,1227.822079
29628,106,29,45,0,9,763.2
28677,78,3,30,0,2,131.515739
87094,113,20,17,1,5,64.894362
0,64,25,89,0,4,181.810486
43736,128,0,88,0,3,614.4
69379,103,14,79,0,1,494.4
80415,62,24,15,0,2,281.372658
26050,97,4,51,0,1,465.6
57449,103,6,28,0,2,494.4
68211,99,9,21,0,2,475.2
28445,103,18,72,0,6,427.762841
37313,62,34,39,0,6,246.57631
0,110,27,48,1,2,1066.913401
29194,89,28,31,0,1,424.466821
79090,107,2,74,0,3,289.040734
22571,63,29,51,0,9,302.4
0,139,16,33,0,2,1066.63167
48744,86,3,59,0,1,412.8
0,71,24,32,0,1,511.2
29530,74,31,79,0,4,222.478994
67798,69,1,78,0,9,331.2
16208,93,22,20,0,1,446.4
94757,112,0,25,0,1,5.453269
37995,139,16,50,0,1,667.2
72302,66,6,27,0,1,316.8
37934,137,2,58,1,8,385.440163
19382,94,31,18,0,2,676.8
33191,70,9,80,0,9,443.53718
72389,70,3,76,0,1,206.158416
91475,64,28,35,0,3,73.295606
0,111,2,29,0,3,799.2
43682,107,12,73,0,1,148.003496
39854,66,6,4,0,7,261.930545
52162,99,1,63,0,4,251.152889
0,134,32,27,0,1,643.2
74755,195,10,10,0,1,1404.0
85339,95,6,43,0,2,392.7457
57709,125,10,26,0,1,600.0
26802,66,7,43,1,5,316.8
0,73,33,44,0,3,152.080908
18577,86,21,76,0,6,412.8
0,107,3,65,0,3,513.6
0,253,15,40,5,7,1214.4
21546,119,20,66,1,1,625.395925
49182,70,6,86,0,2,165.410515
32238,91,15,80,0,4,439.781453
0,68,24,2,0,2,326.4
98118,83,28,68,3,3,398.4
22971,101,24,8,0,2,562.021558
49161,63,16,41,2,3,171.746945
90252,95,1,77,0,7,122.924197
25036,61,11,30,1,1,292.8
28314,121,21,37,0,1,580.8
56337,97,26,25,0,3,465.6
99074,77,4,40,1,9,208.38907
31708,94,3,43,1,1,451.2
0,83,3,85,1,1,398.4
0,67,23,39,1,2,431.32052
28215,65,15,26,0,3,468.0
0,119,3,24,0,2,856.8
21119,128,1,79,0,4,614.4
0,66,14,16,0,2,475.2
0,69,33,49,1,2,331.2
0,70,9,19,0,3,20.521312
13662,85,29,37,0,3,408.0
0,112,12,93,0,3,537.6
0,109,18,2,0,2,691.401424
79251,67,10,32,1,1,321.6
51294,116,19,45,0,2,113.237624
0,105,2,38,2,7,847.717402
0,62,34,71,0,1,675.468453
0,107,27,27,0,9,513.6
29124,129,15,41,4,1,619.2
0,65,19,33,0,3,312.0
97266,79,29,84,0,1,546.052144
48207,63,28,85,2,8,164.974886
0,69,5,78,0,2,331.2
0,88,3,8,0,1,325.917598
97316,67,13,18,0,7,309.076476
63860,62,26,81,0,1,208.598246
72633,67,28,91,0,8,155.761761
28013,266,25,30,0,2,1276.8
60479,96,1,44,0,3,85.155359
0,68,24,42,0,2,519.757811
14151,72,5,41,1,1,345.6
75891,61,1,5,0,2,61.285525
0,183,5,81,0,1,1317.6
53078,73,1,10,0,5,764.221884
20031,86,4,83,0,2,109.69048
92070,74,16,1,0,1,368.669336
44509,61,8,68,0,1,226.731454
0,73,22,93,0,2,525.6
91967,113,4,74,0,1,156.736745
0,63,20,5,0,1,302.4
97379,119,10,62,0,2,354.764801
14290,271,20,40,0,1,1300.8
0,119,3,11,1,8,729.405742
0,194,31,11,0,4,1396.8
0,68,4,71,0,2,256.916302
21927,71,32,40,0,2,128.624785
69096,99,24,32,0,2,64.669515
0,72,8,14,2,8,518.4
28513,100,4,22,1,2,480.0
81687,61,7,77,0,6,292.8
13792,87,2,3,2,3,620.19254
32184,136,14,91,1,2,266.146673
26432,88,19,89,3,2,422.4
59232,85,6,75,0,2,408.0
0,72,26,12,3,2,345.6
23577,68,1,67,0,2,91.815153
0,80,27,88,0,3,848.201438
26670,98,23,13,0,1,541.229321
87403,68,1,63,0,2,456.290338
51455,67,16,85,0,1,11.046789
30242,72,30,23,0,3,48.288036
64311,62,21,79,0,2,157.174836
0,70,21,70,0,1,405.384524
37722,116,8,23,0,8,158.077504
42336,69,12,56,0,1,25.605349
25998,71,16,38,0,2,791.878042
24887,68,33,6,0,2,326.4
0,82,15,82,0,1,590.4
90918,64,22,19,0,2,163.411884
78834,72,14,20,2,8,345.6
0,62,27,14,0,3,434.26667
27872,61,19,78,0,3,186.857059
24012,112,30,91,1,3,82.211282
16367,94,2,99,0,9,515.569363
55479,68,5,7,1,1,117.964245
40778,86,1,59,0,1,412.8
0,137,22,68,3,6,1532.080871
0,102,28,11,0,1,660.430456
0,96,29,22,4,2,460.8
95438,83,25,76,0,1,99.223092
12430,73,22,13,0,4,350.4
95697,107,29,29,0,9,178.006524
0,74,26,84,0,2,532.8
28108,114,6,27,0,3,547.2
25370,102,10,77,0,2,489.6
0,105,31,85,0,5,756.0
28672,71,14,34,0,2,340.8
22705,239,19,59,0,7,1294.700423
67798,69,1,78,0,9,331.2
61367,70,7,85,0,2,498.533231
59207,116,23,21,0,2,556.8
67423,65,24,0,0,9,293.308765
35095,73,25,56,0,2,525.6
26380,96,29,70,0,4,177.36984
88731,66,10,72,0,1,148.971857
61409,68,30,80,0,2,264.040157
0,167,30,40,0,5,1985.999807
0,79,21,53,1,7,407.440238
74931,89,13,16,0,1,230.84972
74770,86,23,10,0,1,412.8
0,95,14,81,5,1,619.267164
44299,107,0,73,0,2,180.085807
0,71,22,10,1,1,390.498822
63326,72,2,34,0,1,361.564021
0,73,12,42,0,7,794.445585
21720,128,5,7,0,1,837.905079
55571,135,4,46,0,1,904.813121
34759,61,30,84,0,1,302.353842
0,68,18,81,0,3,352.130674
38638,74,5,84,0,2,355.2
80927,62,25,8,0,1,211.660971
0,65,33,1,0,3,585.454243
81914,70,6,33,0,6,198.75466
0,92,9,24,0,3,662.4
0,72,28,64,0,1,345.6
0,74,5,75,4,1,369.822544
0,69,14,10,1,1,757.89114
25407,98,2,88,0,1,284.239719
86073,70,2,96,0,3,291.587866
23818,104,6,1,1,1,499.2
21326,99,22,9,0,3,632.765462
18486,86,24,95,0,1,412.8
10458,102,11,29,0,4,489.6
82528,131,10,65,0,1,258.036918
38223,112,27,18,2,1,537.6
63438,72,32,67,0,1,36.732923
13432,92,5,82,0,8,610.567945
26848,114,10,50,0,1,100.557495
14072,71,13,3,0,2,511.2
28909,66,15,66,0,8,456.702735
35159,68,0,73,0,1,150.501033
64255,70,7,36,0,8,193.86537
0,84,8,30,0,7,604.8
88842,90,32,42,0,1,350.75997
39377,64,7,53,0,1,307.2
12430,73,22,13,0,4,350.4
21986,63,1,9,0,1,333.696228
27435,76,9,6,0,1,455.545318
25251,66,13,43,0,2,316.8
29881,85,27,95,0,6,17.92017
11885,101,18,39,0,2,484.8
40420,104,2,10,0,7,499.2
74837,66,9,18,0,7,376.502488
67591,77,2,78,0,1,198.080417
47590,119,14,25,0,1,121.327914
75474,62,12,7,0,1,297.6
57177,92,14,51,0,2,441.6
52344,66,4,7,0,1,182.607687
20072,70,26,34,0,2,487.814322
33604,105,5,80,0,2,357.618596
0,61,2,76,0,2,292.8
37741,74,3,59,0,1,355.2
48471,83,5,20,1,2,208.904212
58089,118,31,83,0,1,566.4
27681,83,13,62,0,9,398.4
28992,74,3,90,4,2,355.2
55986,119,3,60,0,9,388.506303
94042,132,13,67,0,9,633.6
0,101,11,34,0,3,563.284331
0,67,19,70,0,1,482.4
70164,88,34,3,0,2,375.401079
22886,65,9,81,0,3,312.0
19948,89,17,84,0,1,427.2
39293,74,17,48,0,6,352.740946
28432,118,1,59,0,2,612.300581
0,70,1,30,0,2,504.0
0,107,2,93,0,4,1166.754216
47412,81,10,39,0,7,421.824276
0,65,12,46,0,2,312.0
68351,107,16,90,0,2,725.339771
58733,74,26,42,0,9,355.2
58187,95,18,39,0,2,76.73348
63189,88,16,95,0,1,569.124597
0,254,23,55,0,1,1828.8
44006,130,18,26,0,4,494.664784
60932,101,7,35,0,3,484.8
56704,71,33,50,0,2,84.715044
0,74,12,72,1,2,355.2
24254,68,11,84,0,5,326.4
0,128,15,37,0,2,1345.317161
57125,68,13,99,0,3,326.4
0,119,9,8,0,3,571.2
0,64,17,84,0,9,307.2
72075,73,32,1,2,1,22.569825
34317,78,6,32,2,1,263.592181
96745,179,14,25,5,3,859.2
95427,65,2,85,0,5,442.808018
0,146,5,84,0,3,1404.845849
30606,71,11,7,0,1,253.04739
37876,69,13,15,0,1,300.056383
0,110,17,59,0,1,528.0
57474,97,21,44,0,3,280.037716
22828,106,11,54,0,2,508.8
65096,67,3,81,3,8,321.6
0,88,1,66,0,1,87.135752
51066,74,23,0,0,8,787.993313
96866,113,26,88,1,2,377.385724
20934,61,14,35,1,1,292.8
32510,119,29,38,0,1,571.2
58577,110,6,62,0,1,303.872752
73268,137,30,35,0,3,41.139806
0,80,8,44,0,3,576.0
19683,117,17,41,1,9,561.6
38713,66,31,69,4,6,316.8
62370,94,4,10,2,2,32.00761
28476,62,3,76,0,1,297.6
74915,122,13,17,0,2,393.151377
57709,125,10,26,0,1,600.0
94676,69,27,14,0,3,331.2
43543,76,11,62,0,8,339.255348
68297,212,6,42,3,2,1272.487601
74241,61,21,57,0,1,138.588291
61385,86,25,35,0,1,199.299449
0,62,0,23,0,8,446.4
0,118,14,64,0,4,566.4
52548,101,10,1,0,5,587.504777
0,95,22,17,0,1,429.657692
26605,100,33,13,0,1,933.330936
0,67,25,32,0,1,181.335364
0,70,23,32,0,7,754.945216
82667,64,5,65,1,2,307.2
31789,130,11,65,0,2,316.418786
0,71,10,85,0,3,551.569883
25151,69,22,19,0,1,318.040989
0,87,25,6,2,1,414.190987
24053,87,33,53,1,7,624.532492
0,117,5,3,0,2,1373.258272
55407,101,30,68,1,1,275.341953
62461,73,15,7,0,1,129.267408
29406,68,33,79,0,6,326.4
89420,67,3,83,0,2,212.455137
0,121,7,69,0,1,644.269611
52464,95,9,15,0,3,515.930856
43731,64,35,12,2,1,162.461078
13449,68,28,13,0,1,326.4
0,115,3,22,0,2,552.0
0,187,14,32,0,2,897.6
49821,61,26,48,4,3,333.308611
34837,63,32,27,0,2,72.828431
44222,104,19,3,0,1,413.196371
58881,97,8,51,0,2,354.885018
46210,100,2,44,0,1,46.315771
49480,70,17,57,1,4,72.686545
0,65,16,3,0,2,312.0
79284,117,9,59,1,1,156.452827
12928,64,12,74,0,1,307.2
20510,74,32,63,0,1,355.2
0,115,16,89,0,1,828.0
67541,104,10,45,0,6,203.886869
97924,74,4,26,0,2,355.2
40432,77,21,66,0,2,369.6
16869,222,28,57,0,3,1065.6
91171,110,3,64,0,8,771.39748
0,71,12,55,0,3,150.878447
34528,69,22,0,2,7,183.602763
20303,71,24,84,0,3,340.8
73643,89,2,2,0,1,147.486454
10621,67,28,22,0,5,321.6
76407,91,22,85,0,9,436.8
0,71,20,4,0,1,511.2
26607,122,3,73,0,1,585.6
61783,94,17,20,0,6,658.125874
20283,77,7,17,0,3,369.6
43578,98,5,46,0,1,105.662175
93606,67,23,44,0,3,321.6
17920,72,14,53,0,2,424.375364
51800,92,29,12,0,1,299.452532
27694,108,3,3,0,7,741.850171
11904,61,34,11,2,3,292.8
53444,72,10,67,1,1,315.703929
22828,106,11,54,0,2,508.8
50719,131,33,79,0,2,870.626907
46900,66,13,59,0,1,316.8
0,252,31,10,0,3,1814.4
60880,119,25,89,0,2,109.906628
40870,105,3,56,0,2,504.0
14321,65,20,72,0,1,423.823547
20072,82,35,51,0,9,473.266879
77365,79,4,35,0,2,2.823303
98475,115,8,22,0,1,552.0
14973,115,2,75,0,2,828.0
83385,131,26,77,2,2,704.337157
0,90,19,91,0,1,659.435886
0,86,9,83,1,2,412.8
0,73,8,19,0,1,525.6
98110,65,3,77,0,8,176.287711
28909,66,15,66,0,8,456.702735
0,96,29,5,0,2,949.953253
0,62,6,2,0,1,297.6
42937,71,14,9,0,1,251.779842
30887,119,15,18,0,1,444.167713
35442,239,10,20,0,2,1147.2
95139,103,25,27,0,6,34.023132
89834,116,24,11,0,1,43.15595
0,66,18,21,0,2,478.509797
18814,122,20,94,0,3,585.6
82733,62,5,12,0,9,72.101019
28513,100,4,22,1,2,480.0
0,68,28,23,1,9,326.4
67233,63,10,26,0,3,246.693624
58718,226,11,0,0,1,1084.8
21724,198,4,51,0,2,1505.230405
65103,115,29,41,4,3,552.0
55071,61,10,14,0,5,231.516063
85817,72,0,31,0,1,154.987759
92254,70,7,94,0,7,245.593225
88340,102,16,1,0,2,489.6
63860,62,26,81,0,1,208.598246
26411,126,25,9,1,1,604.8
26189,69,6,42,0,2,331.2
66114,92,12,6,4,1,178.842061
49561,193,4,35,0,1,926.4
16139,62,19,69,0,2,297.6
63775,100,29,3,0,3,462.753151
25134,67,3,0,0,6,321.6
87777,68,16,1,0,7,257.708912
0,103,1,51,0,3,494.4
62922,194,26,80,0,7,1121.633645
83761,112,16,70,0,8,270.227547
50801,72,25,21,3,2,43.419028
48675,71,26,62,1,1,340.8
55916,63,23,41,0,2,302.4
0,180,11,65,0,2,864.0
30064,65,20,23,0,1,296.852419
0,127,29,25,0,4,1176.285998
0,67,4,99,0,1,482.4
12081,82,18,18,0,2,548.064933
0,95,11,23,0,5,684.0
62326,122,8,53,0,8,96.00936
25251,66,13,43,0,2,316.8
21289,71,15,98,0,3,340.8
54054,99,7,55,0,1,5.661684
84814,90,25,60,0,1,512.816507
46097,61,9,73,4,3,197.074966
58705,69,19,95,0,1,48.956424
37455,114,13,57,0,2,547.2
62010,112,2,51,0,1,537.6
61568,93,3,36,0,3,240.818954
90443,66,11,15,0,1,235.174197
24743,84,8,23,0,2,1008.03551
22283,65,16,93,0,1,572.072106
74627,65,21,61,0,6,176.735323
47306,74,8,18,0,3,97.723235
0,112,23,20,0,2,537.6
59292,64,14,92,0,4,218.491318
23970,77,13,19,0,1,43.959921
48428,72,8,5,1,2,223.728018
44342,74,24,60,0,2,355.2
0,103,30,13,2,1,741.6
0,74,6,92,0,2,355.2
67117,85,10,38,0,2,329.423177
13037,124,28,49,0,1,839.348464
71960,67,12,40,0,9,151.495249
73137,74,14,45,1,1,227.797105
0,96,10,77,0,1,446.122702
23797,81,10,57,0,3,388.8
70286,67,16,66,0,3,130.143497
12904,132,17,31,0,1,633.6
42045,103,7,12,0,3,40.839965
24948,65,3,51,0,4,280.352767
25452,107,20,60,0,3,954.688499
95850,109,3,16,0,3,328.502498
73556,104,31,4,0,9,497.684017
0,64,25,96,1,2,307.2
0,69,17,76,0,7,93.697638
43879,69,19,60,0,5,242.133552
23941,61,12,1,0,1,292.8
14390,65,16,4,0,2,402.778867
30039,70,21,52,0,9,498.612632
26806,63,32,19,0,2,302.4
24450,90,4,65,0,4,250.959093
0,64,26,17,0,1,360.217299
89219,73,12,9,4,2,350.4
0,73,2,38,3,2,525.6
0,109,4,33,0,8,784.8
29504,117,24,90,0,2,809.039071
0,113,35,29,0,1,1305.275432
61706,110,6,71,0,7,223.905524
88122,148,15,10,0,1,840.231575
26129,70,4,38,0,3,419.187114
22350,66,9,3,0,5,316.8
0,83,0,12,0,7,597.6
26201,112,4,48,0,8,168.901895
0,84,33,20,0,2,604.8
0,107,28,14,0,7,513.6
39020,87,0,4,0,5,485.01384
47606,81,24,50,0,4,388.8
27231,88,0,7,0,2,422.4
39946,218,23,99,0,1,1046.4
84300,111,13,0,0,1,202.22495
41479,94,14,38,1,1,19.575683
56005,68,31,30,1,3,326.4
0,108,19,97,0,9,1260.456194
99617,109,1,62,0,2,74.934678
28909,66,15,66,0,8,456.702735
25617,63,22,3,0,3,302.4
86788,70,32,68,0,1,336.0
28523,77,15,12,0,1,369.6
38492,72,27,34,0,3,207.901654
97657,71,2,19,0,8,107.325235
49008,61,11,74,1,1,292.8
72264,64,2,66,0,9,272.649844
20396,76,15,60,1,4,364.8
60234,152,14,98,0,1,136.217066
75556,84,24,78,0,1,498.927007
98710,123,21,42,0,2,587.391029
69461,64,7,61,0,6,101.417253
0,68,35,98,2,9,489.6
0,87,24,53,0,2,626.4
73895,129,2,31,0,7,825.416826
20228,101,3,43,1,2,523.815839
81785,67,12,44,0,2,321.6
24910,63,7,63,1,1,347.857619
32946,66,13,7,0,6,316.8
83868,189,30,91,0,7,134.836237
0,107,3,65,0,3,513.6
0,124,1,43,0,1,714.494746
17099,69,13,28,0,9,331.2
0,206,7,82,0,1,1483.2
33046,79,14,26,0,1,181.538354
10621,67,28,22,0,5,321.6
21498,63,23,72,0,9,302.4
0,66,7,59,0,2,439.701118
36889,74,24,82,1,3,192.186026
69588,114,19,45,0,6,173.080024
26585,69,26,23,0,4,308.651195
0,101,34,53,0,1,727.2
99845,110,23,25,1,8,528.0
66429,136,35,93,0,1,57.712985
0,101,1,83,4,1,960.115399
43721,61,5,84,0,1,292.8
51209,109,35,3,0,6,39.49793
84498,65,18,83,0,1,255.210049
0,65,30,5,1,2,312.0
59034,85,0,85,0,3,378.75258
0,135,26,38,0,3,773.690268
96399,70,1,28,0,2,307.89535
58089,118,31,83,0,1,566.4
0,103,29,58,0,3,741.6
60964,113,21,16,0,4,327.723713
42871,67,2,13,0,6,321.6
38795,65,23,64,0,3,98.354737
0,112,25,69,0,2,806.4
57134,91,6,6,1,8,436.8
40711,121,12,38,0,2,580.8
26334,63,3,73,2,2,453.6
31414,116,0,68,4,1,556.8
74423,62,31,10,0,5,50.800186
0,66,16,77,0,2,316.8
0,128,23,27,0,6,150.952506
30646,81,26,26,0,1,128.57791
0,118,28,33,0,3,566.4
28264,63,22,9,0,1,364.622773
0,117,5,27,0,6,842.4
0,79,10,22,0,8,304.550129
70187,117,4,61,0,2,632.16097
31006,67,20,16,0,4,321.6
0,119,12,57,0,4,571.2
0,85,33,69,0,1,612.0
20371,71,19,14,1,1,340.8
39141,68,22,7,0,1,402.456296
0,69,20,44,0,1,496.8
76837,78,2,12,0,2,23.788022
0,61,23,46,0,7,643.877067
0,197,6,22,0,1,1439.676002
25147,101,7,54,0,1,694.598288
0,106,5,32,0,4,763.2
34665,64,29,58,0,2,450.85948
25404,112,16,4,0,1,578.175234
37025,101,15,36,0,2,427.243803
0,100,27,32,1,1,480.0
23939,160,33,78,1,1,768.0
76673,80,2,59,1,4,56.082107
55274,71,14,35,0,1,484.728153
30324,86,15,67,0,8,143.943749
31702,63,13,3,1,7,302.4
0,95,15,8,0,5,684.0
70908,132,0,71,1,2,521.444011
81082,73,5,85,0,4,281.295903
17705,108,7,19,1,2,668.73901
77738,118,18,47,0,2,463.457352
0,72,18,41,0,1,366.277224
70311,66,18,15,0,2,341.395103
66022,239,17,80,0,1,538.229502
74140,101,31,23,2,2,484.8
73604,88,12,75,0,2,398.19284
21855,74,21,49,1,6,355.2
23305,68,25,26,0,1,127.157137
0,98,23,46,0,1,958.502743
0,71,11,71,0,6,511.2
65024,67,17,15,0,2,189.869329
22590,67,7,61,0,1,85.68352
0,91,3,57,0,1,436.8
38401,92,17,62,0,2,441.6
25539,112,15,63,0,3,585.069825
60880,119,25,89,0,2,109.906628
87313,67,4,5,0,1,321.6
23916,68,33,86,0,2,481.113765
34854,95,35,50,0,2,456.0
48203,66,20,47,0,6,413.238845
25322,126,23,52,0,3,886.033554
16656,63,11,53,1,9,302.4
44723,124,26,3,0,1,341.088276
35979,116,34,28,2,1,556.8
36413,61,21,76,0,3,153.013115
0,196,31,78,0,2,2092.523421
0,112,19,86,1,8,537.6
51883,66,8,99,0,9,623.751121
0,151,33,94,1,2,1087.2
18608,71,13,24,0,1,340.8
0,127,0,71,0,2,677.868206
55964,69,20,0,0,1,496.8
85510,74,19,68,0,4,355.2
30706,84,6,34,0,1,225.654806
29587,69,8,68,0,1,331.2
20309,181,5,12,0,2,1579.854155
0,71,22,0,0,2,599.375099
12470,103,30,52,1,2,618.688651
0,107,31,41,0,1,513.6
86498,74,13,13,1,5,8.529778
62902,69,14,94,0,2,159.383042
57293,102,19,87,0,7,347.996042
0,129,33,14,0,3,928.8
51255,122,12,0,0,2,421.70554
0,125,23,4,0,2,626.411563
69241,61,14,84,0,1,47.95916
25632,63,27,52,0,7,351.270869
87428,72,27,42,0,1,224.483337
98796,104,22,32,0,3,499.2
78617,101,3,95,0,3,233.169575
0,65,21,61,0,7,312.0
93893,67,16,70,0,8,98.66095
23629,88,15,81,0,1,633.6
0,91,24,28,0,8,655.404481
30574,114,19,10,1,1,396.105473
69555,92,16,59,0,1,255.277041
19634,98,29,89,0,6,470.4
15776,69,20,59,0,1,337.596914
46819,62,15,0,0,5,157.990123
47950,65,27,14,0,2,301.867895
0,63,16,35,1,2,302.4
12626,69,31,15,4,3,331.2
20993,133,35,90,0,1,638.4
24392,93,2,63,0,2,446.4
86305,62,1,99,0,5,80.73124
0,110,18,95,3,7,1011.772647
56701,65,34,36,0,1,333.441673
57074,105,28,19,0,3,80.129332
0,72,17,87,0,8,345.6
53614,65,25,70,1,5,725.849253
0,135,18,56,0,2,648.0
0,128,35,71,0,2,789.775123
76441,62,22,61,0,1,294.258612
86134,98,17,78,0,2,3.246203
45262,117,25,32,0,7,842.4
0,222,26,50,0,8,1123.485329
27725,63,1,93,4,4,302.4
