,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date,year_effective_to_date,month_effective_to_date
7557,TB,17648,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-01-29,2011,01
7558,OP,68330,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-02-26,2011,02
7559,GO,53814,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,4,Branch,Two-Door Car,Small,2011-01-18,2011,01
7560,VW,11431,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,2,3,Branch,Two-Door Car,Medsize,2011-01-31,2011,01
7561,FG,96614,California,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Small,2011-01-10,2011,01
7562,KQ,98040,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,2,3,Agent,Four-Door Car,Small,2011-02-28,2011,02
7563,DP,23630,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-22,2011,02
7564,No,31089,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-21,2011,01
7565,TU,15769,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-25,2011,01
7566,DA,20791,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-06,2011,01
7567,AE,89300,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,3,3,Agent,SUV,Medsize,2011-02-03,2011,02
7568,UE,13511,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,1,1,Agent,Four-Door Car,Small,2011-01-02,2011,01
7569,MS,46793,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-31,2011,01
7570,ME,22430,Nevada,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-09,2011,02
7571,JZ,28710,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-31,2011,01
7572,HP,80279,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Small,2011-01-27,2011,01
7573,EH,22538,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Large,2011-02-11,2011,02
7574,JP,87331,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-18,2011,02
7575,VA,89684,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-23,2011,01
7576,XS,68865,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-18,2011,01
7577,IZ,13533,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Large,2011-02-11,2011,02
7578,JB,47784,Oregon,No,Basic,Doctor,Employed,F,Rural,Single,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-01-23,2011,01
7579,LT,79371,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-29,2011,01
7580,DE,78840,Nevada,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,3,4,Branch,Luxury SUV,Medsize,2011-02-22,2011,02
7581,PU,25554,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-30,2011,01
7582,ZI,47098,California,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-31,2011,01
7583,CN,53343,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-02,2011,02
7584,IN,18876,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Special Auto,1,3,Web,Four-Door Car,Small,2011-02-04,2011,02
7585,FV,38119,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,1,1,Agent,SUV,Medsize,2011-01-26,2011,01
7586,YD,89516,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Web,Four-Door Car,Small,2011-01-13,2011,01
7587,BN,89470,California,No,Premium,College,Medical Leave,M,Suburban,Married,Special Auto,2,1,Agent,Four-Door Car,Small,2011-01-25,2011,01
7588,VZ,64716,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize,2011-02-26,2011,02
7589,FU,17577,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-10,2011,01
7590,QY,37300,Nevada,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,2,2,Branch,Sports Car,Medsize,2011-02-21,2011,02
7591,UI,84849,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,1,3,Agent,Sports Car,Small,2011-02-01,2011,02
7592,MN,81810,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Small,2011-01-13,2011,01
7593,XN,42396,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-20,2011,01
7594,VZ,13840,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,3,3,Call Center,Four-Door Car,Medsize,2011-01-18,2011,01
7595,NI,27358,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,3,3,Branch,Luxury Car,Small,2011-02-21,2011,02
7596,LO,39834,Oregon,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-27,2011,02
7597,WX,18073,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Small,2011-01-27,2011,01
7598,PG,27422,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,3,2,Web,Four-Door Car,Medsize,2011-01-01,2011,01
7599,AX,56708,California,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Small,2011-01-23,2011,01
7600,JI,80257,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,3,1,Branch,Sports Car,Medsize,2011-01-23,2011,01
7601,EK,95340,Washington,No,Premium,Master,Employed,M,Suburban,Divorced,Corporate Auto,1,3,Web,Four-Door Car,Small,2011-02-11,2011,02
7602,FS,67856,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Small,2011-01-21,2011,01
7603,JX,27737,California,No,Premium,College,Employed,M,Urban,Married,Personal Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-25,2011,01
7604,SY,81273,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-16,2011,02
7605,FZ,16327,California,No,Premium,College,Unemployed,F,Urban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Large,2011-01-11,2011,01
7606,XC,26395,Oregon,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Large,2011-01-03,2011,01
7607,HA,72996,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,3,2,Branch,SUV,Large,2011-02-10,2011,02
7608,WP,51328,Oregon,No,Basic,Doctor,Employed,M,Urban,Single,Personal Auto,3,4,Branch,Two-Door Car,Medsize,2011-02-19,2011,02
7609,CP,47989,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,2,4,Web,Two-Door Car,Medsize,2011-02-04,2011,02
7610,JO,75190,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,SUV,Medsize,2011-01-31,2011,01
7611,AP,47670,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-02-12,2011,02
7612,BT,61680,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-15,2011,01
7613,KX,23022,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,SUV,Medsize,2011-01-07,2011,01
7614,KB,20508,California,No,Extended,College,Medical Leave,M,Suburban,Married,Special Auto,1,1,Branch,Two-Door Car,Large,2011-01-17,2011,01
7615,HU,89665,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-25,2011,02
7616,HD,12841,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-06,2011,02
7617,AR,63478,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-07,2011,01
7618,UP,90711,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-01-31,2011,01
7619,EK,58626,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,4,Web,SUV,Medsize,2011-02-02,2011,02
7620,CA,14631,California,No,Extended,High School or Below,Employed,M,Rural,Married,Special Auto,2,2,Web,Four-Door Car,Large,2011-01-14,2011,01
7621,AU,98438,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-07,2011,02
7622,RD,96782,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Small,2011-02-12,2011,02
7623,SY,66568,Oregon,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-25,2011,01
7624,WE,52979,California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Large,2011-01-15,2011,01
7625,PL,56477,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,Two-Door Car,Small,2011-02-23,2011,02
7626,XK,20264,Washington,No,Extended,High School or Below,Unemployed,F,Urban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-02-28,2011,02
7627,DV,57698,Oregon,No,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-08,2011,01
7628,RD,53171,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-28,2011,02
7629,PK,23339,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-25,2011,01
7630,GA,74551,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize,2011-01-31,2011,01
7631,BS,26376,California,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-20,2011,02
7632,WW,74234,Arizona,No,Basic,College,Employed,F,Rural,Single,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-05,2011,02
7633,UA,26783,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-18,2011,01
7634,DV,38369,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,2,3,Web,SUV,Medsize,2011-01-26,2011,01
7635,ZM,42260,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize,2011-02-20,2011,02
7636,EB,34435,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Large,2011-01-22,2011,01
7637,QY,41527,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,3,4,Agent,SUV,Medsize,2011-02-21,2011,02
7638,WG,61503,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-18,2011,01
7639,TY,59969,Arizona,No,Basic,College,Employed,M,Rural,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-02,2011,02
7640,DO,20853,Oregon,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,1,3,Branch,SUV,Large,2011-01-30,2011,01
7641,CD,14267,Nevada,No,Premium,College,Employed,M,Rural,Married,Corporate Auto,3,2,Web,Four-Door Car,Large,2011-02-12,2011,02
7642,WL,40338,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
7643,GV,75215,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,3,2,Agent,Sports Car,Medsize,2011-02-12,2011,02
7644,CN,91738,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-02-16,2011,02
7645,UR,36951,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,2,4,Agent,SUV,Medsize,2011-02-15,2011,02
7646,JU,87932,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-02-15,2011,02
7647,IR,50609,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-12,2011,02
7648,VI,18029,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-26,2011,02
7649,CC,46747,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-01-08,2011,01
7650,ZK,58906,California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,3,1,Call Center,SUV,Medsize,2011-01-02,2011,01
7651,SQ,70457,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
7652,ZA,37110,Nevada,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,3,1,Web,SUV,Medsize,2011-02-23,2011,02
7653,HH,23204,California,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,1,2,Branch,Two-Door Car,Medsize,2011-01-27,2011,01
7654,IE,29890,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-22,2011,01
7655,VO,25412,Washington,No,Basic,Master,Employed,F,Rural,Married,Special Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
7656,ME,37051,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-20,2011,02
7657,DL,17162,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-02-12,2011,02
7658,DD,27563,Oregon,No,Extended,High School or Below,Employed,M,Urban,Single,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-13,2011,02
7659,IA,27050,Oregon,No,Extended,High School or Below,Unemployed,F,Rural,Single,Personal Auto,2,1,Branch,Four-Door Car,Large,2011-01-04,2011,01
7660,UQ,63751,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-15,2011,02
7661,MV,26494,California,No,Extended,College,Unemployed,M,Urban,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-01-29,2011,01
7662,EN,89709,Arizona,No,Basic,Doctor,Disabled,F,Rural,Married,Personal Auto,2,3,Agent,Two-Door Car,Medsize,2011-01-20,2011,01
7663,QN,68814,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-14,2011,01
7664,NE,70831,California,No,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,1,1,Web,Two-Door Car,Medsize,2011-01-31,2011,01
7665,FV,72595,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,SUV,Medsize,2011-01-10,2011,01
7666,VZ,81004,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Sports Car,Large,2011-01-26,2011,01
7667,VM,89271,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Small,2011-01-22,2011,01
7668,CL,97519,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,3,3,Call Center,SUV,Medsize,2011-02-10,2011,02
7669,RN,71166,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-26,2011,01
7670,PJ,86059,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-04,2011,01
7671,BP,34620,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
7672,HI,58196,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Large,2011-01-18,2011,01
7673,OZ,58610,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,SUV,Medsize,2011-02-21,2011,02
7674,WC,34456,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large,2011-01-14,2011,01
7675,FC,15606,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,3,1,Branch,SUV,Large,2011-02-11,2011,02
7676,UM,99946,Arizona,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-18,2011,01
7677,JG,94795,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Medsize,2011-01-06,2011,01
7678,GD,93408,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,Two-Door Car,Medsize,2011-02-26,2011,02
7679,QO,12561,California,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-22,2011,02
7680,VI,12822,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Small,2011-02-26,2011,02
7681,CT,84535,California,Yes,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large,2011-02-28,2011,02
7682,NT,36519,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,2,1,Branch,SUV,Small,2011-02-16,2011,02
7683,WT,86597,Oregon,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Small,2011-01-31,2011,01
7684,ZJ,27465,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-18,2011,02
7685,QF,75939,Washington,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,1,2,Agent,Four-Door Car,Small,2011-01-05,2011,01
7686,MC,73302,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-15,2011,02
7687,WE,21182,Oregon,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-26,2011,02
7688,TD,90906,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,4,Web,Four-Door Car,Small,2011-01-20,2011,01
7689,WB,66665,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,2,2,Branch,SUV,Large,2011-02-10,2011,02
7690,ZP,26168,Washington,No,Basic,College,Medical Leave,F,Urban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-01,2011,02
7691,ZG,56744,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-19,2011,01
7692,BO,81145,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,SUV,Medsize,2011-01-24,2011,01
7693,BQ,28323,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-19,2011,02
7694,WD,38315,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-23,2011,01
7695,IS,73434,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-26,2011,02
7696,VO,94890,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,1,4,Web,Two-Door Car,Medsize,2011-01-04,2011,01
7697,ZH,43085,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
7698,HQ,10502,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-06,2011,02
7699,SP,46702,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Two-Door Car,Medsize,2011-01-28,2011,01
7700,JB,60515,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-29,2011,01
7701,TK,49887,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-02-12,2011,02
7702,EG,16813,Arizona,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,3,3,Branch,Two-Door Car,Medsize,2011-02-08,2011,02
7703,SI,13406,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-16,2011,01
7704,WC,11272,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize,2011-01-09,2011,01
7705,TU,27563,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-01-10,2011,01
7706,IL,72707,California,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
7707,DZ,62350,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Four-Door Car,Medsize,2011-02-07,2011,02
7708,VV,82891,Washington,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,1,1,Web,Two-Door Car,Medsize,2011-01-30,2011,01
