Customer,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
ID30085,8007.399376,0,112,12,93,0,3,537.6
CO68055,30966.31981,0,109,18,2,0,2,691.401424
NX37589,2666.976685,79251,67,10,32,1,1,321.6
BX88206,18572.01022,51294,116,19,45,0,2,113.237624
AA30683,6595.101921,0,105,2,38,2,7,847.717402
BD13927,2243.473907,0,62,34,71,0,1,675.468453
SJ71233,7423.929008,0,107,27,27,0,9,513.6
WK52692,4627.090729,29124,129,15,41,4,1,619.2
OG67387,4413.255399,0,65,19,33,0,3,312.0
XR99310,3163.283136,97266,79,29,84,0,1,546.052144
GU84478,4908.124429,48207,63,28,85,2,8,164.974886
ZX29705,7850.590399,0,69,5,78,0,2,331.2
WN67367,3210.417377,0,88,3,8,0,1,325.917598
QN67807,5387.40977,97316,67,13,18,0,7,309.076476
AU77281,2472.469209,63860,62,26,81,0,1,208.598246
DN46994,5403.586356,72633,67,28,91,0,8,155.761761
OW97322,31410.92822,28013,266,25,30,0,2,1276.8
ZC97171,7627.431532,60479,96,1,44,0,3,85.155359
NG69817,7540.390159,0,68,24,42,0,2,519.757811
BS95225,2617.704041,14151,72,5,41,1,1,345.6
AE93522,7212.143863,75891,61,1,5,0,2,61.285525
LP15901,6671.766636,0,183,5,81,0,1,1317.6
FB95495,5677.642084,53078,73,1,10,0,5,764.221884
PE59735,22952.06778,20031,86,4,83,0,2,109.69048
WR73970,2960.567044,92070,74,16,1,0,1,368.669336
JD15492,2446.681538,44509,61,8,68,0,1,226.731454
OF46381,7659.71722,0,73,22,93,0,2,525.6
GP85044,4533.733641,91967,113,4,74,0,1,156.736745
OO64005,2355.281389,0,63,20,5,0,1,302.4
VB42222,14316.84569,97379,119,10,62,0,2,354.764801
ZR79373,10179.71704,14290,271,20,40,0,1,1300.8
KH12081,8129.511,0,119,3,11,1,8,729.405742
WV64743,13272.22792,0,194,31,11,0,4,1396.8
ZT58755,17817.46464,0,68,4,71,0,2,256.916302
WX52894,25002.01883,21927,71,32,40,0,2,128.624785
EO51920,19955.25713,69096,99,24,32,0,2,64.669515
AQ34238,4606.26977,0,72,8,14,2,8,518.4
EI10204,15114.40241,28513,100,4,22,1,2,480.0
GY23881,4782.349875,81687,61,7,77,0,6,292.8
FL59259,6317.373557,13792,87,2,3,2,3,620.19254
RN45606,16224.54182,32184,136,14,91,1,2,266.146673
OJ64812,9585.501257,26432,88,19,89,3,2,422.4
AK11669,10130.93442,59232,85,6,75,0,2,408.0
EM53324,7343.52792,0,72,26,12,3,2,345.6
JE99638,7699.632103,23577,68,1,67,0,2,91.815153
LR69185,5739.823806,0,80,27,88,0,3,848.201438
AS55478,3874.86854,26670,98,23,13,0,1,541.229321
OB52091,8112.323843,87403,68,1,63,0,2,456.290338
AM28777,2707.429536,51455,67,16,85,0,1,11.046789
AQ70385,5686.961001,30242,72,30,23,0,3,48.288036
FL22732,7381.623005,64311,62,21,79,0,2,157.174836
JD75068,2724.262292,0,70,21,70,0,1,405.384524
MM70762,9075.768214,37722,116,8,23,0,8,158.077504
JT46803,2756.543334,42336,69,12,56,0,1,25.605349
VO25938,8382.478392,25998,71,16,38,0,2,791.878042
FP31685,7868.0982,24887,68,33,6,0,2,326.4
LP69867,2851.645994,0,82,15,82,0,1,590.4
BX88330,7615.369665,90918,64,22,19,0,2,163.411884
QQ86648,5658.531248,78834,72,14,20,2,8,345.6
VE80757,4307.464888,0,62,27,14,0,3,434.26667
BE69929,4820.704584,27872,61,19,78,0,3,186.857059
BM31989,8754.16043,24012,112,30,91,1,3,82.211282
HW27766,7259.328982,16367,94,2,99,0,9,515.569363
BC90645,2675.029491,55479,68,5,7,1,1,117.964245
GC36679,3305.129877,40778,86,1,59,0,1,412.8
VI74176,8984.040021,0,137,22,68,3,6,1532.080871
BX24569,3567.503755,0,102,28,11,0,1,660.430456
DR32525,23747.46699,0,96,29,22,4,2,460.8
CP76842,3352.87052,95438,83,25,76,0,1,99.223092
IH20118,5169.49937,12430,73,22,13,0,4,350.4
DA20472,8564.768226,95697,107,29,29,0,9,178.006524
DN67273,8028.484649,0,74,26,84,0,2,532.8
ZZ20738,9000.439546,28108,114,6,27,0,3,547.2
AS18084,11638.89947,25370,102,10,77,0,2,489.6
FY21364,7376.795372,0,105,31,85,0,5,756.0
LL73047,7892.088107,28672,71,14,34,0,2,340.8
CG15505,19160.98994,22705,239,19,59,0,7,1294.700423
ZZ22047,5548.031892,67798,69,1,78,0,9,331.2
NG56399,8319.5292,61367,70,7,85,0,2,498.533231
MD45928,13770.97618,59207,116,23,21,0,2,556.8
OV29928,5225.253777,67423,65,24,0,0,9,293.308765
OR28030,16979.79757,35095,73,25,56,0,2,525.6
LO48748,7485.356469,26380,96,29,70,0,4,177.36984
FX95323,2639.644171,88731,66,10,72,0,1,148.971857
AG85127,8085.448545,61409,68,30,80,0,2,264.040157
JN33628,12316.79698,0,167,30,40,0,5,1985.999807
QU69375,5568.947534,0,79,21,53,1,7,407.440238
FM37864,3571.82831,74931,89,13,16,0,1,230.84972
IL23615,3350.244285,74770,86,23,10,0,1,412.8
FZ44411,2716.190293,0,95,14,81,5,1,619.267164
JE32215,38887.9034,44299,107,0,73,0,2,180.085807
FQ88964,2272.447229,0,71,22,10,1,1,390.498822
WW22291,2849.252467,63326,72,2,34,0,1,361.564021
EV39637,5328.320299,0,73,12,42,0,7,794.445585
TG36139,4679.977728,21720,128,5,7,0,1,837.905079
XN25550,5345.201117,55571,135,4,46,0,1,904.813121
NG94966,2437.084486,34759,61,30,84,0,1,302.353842
AD28349,4637.544647,0,68,18,81,0,3,352.130674
VZ56705,8804.584902,38638,74,5,84,0,2,355.2
TQ82322,2438.689804,80927,62,25,8,0,1,211.660971
CB77819,4736.34799,0,65,33,1,0,3,585.454243
VG68427,5608.155723,81914,70,6,33,0,6,198.75466
WO42164,6465.223746,0,92,9,24,0,3,662.4
NL87371,2435.245577,0,72,28,64,0,1,345.6
QW24080,2111.993329,0,74,5,75,4,1,369.822544
ZL53118,2347.591802,0,69,14,10,1,1,757.89114
GT19025,3636.561567,25407,98,2,88,0,1,284.239719
VN44400,5692.684466,86073,70,2,96,0,3,291.587866
JF45126,4041.241758,23818,104,6,1,1,1,499.2
SW94040,7756.174223,21326,99,22,9,0,3,632.765462
XI36396,3151.16213,18486,86,24,95,0,1,412.8
CL38926,7198.415033,10458,102,11,29,0,4,489.6
CU10179,5263.921634,82528,131,10,65,0,1,258.036918
BK57087,4347.159852,38223,112,27,18,2,1,537.6
LF94282,2884.636779,63438,72,32,67,0,1,36.732923
BO46265,6906.201903,13432,92,5,82,0,8,610.567945
VJ45879,4450.220503,26848,114,10,50,0,1,100.557495
FR12423,24127.50402,14072,71,13,3,0,2,511.2
IY87065,5246.278375,28909,66,15,66,0,8,456.702735
LR49944,2744.73543,35159,68,0,73,0,1,150.501033
LU40443,5543.802692,64255,70,7,36,0,8,193.86537
HN54181,6013.038073,0,84,8,30,0,7,604.8
GC52187,3650.576237,88842,90,32,42,0,1,350.75997
FH22095,2520.818611,39377,64,7,53,0,1,307.2
KY55245,5169.49937,12430,73,22,13,0,4,350.4
ST43920,2395.57,21986,63,1,9,0,1,333.696228
GG84614,3031.587812,27435,76,9,6,0,1,455.545318
JW94491,11790.49617,25251,66,13,43,0,2,316.8
EW51866,6755.076276,29881,85,27,95,0,6,17.92017
KU13616,11315.20373,11885,101,18,39,0,2,484.8
CB15842,8207.702516,40420,104,2,10,0,7,499.2
RN66968,5332.615013,74837,66,9,18,0,7,376.502488
IQ30108,3087.432549,67591,77,2,78,0,1,198.080417
VB23257,4652.595489,47590,119,14,25,0,1,121.327914
CV13878,2489.751297,75474,62,12,7,0,1,297.6
FD14790,18196.63824,57177,92,14,51,0,2,441.6
VZ61940,2668.731444,52344,66,4,7,0,1,182.607687
PX66705,8257.014532,20072,70,26,34,0,2,487.814322
XG66314,12465.92416,33604,105,5,80,0,2,357.618596
ZM40672,6743.126791,0,61,2,76,0,2,292.8
VF21523,2883.165412,37741,74,3,59,0,1,355.2
OM50417,29973.41592,48471,83,5,20,1,2,208.904212
SO54368,4686.469674,58089,118,31,83,0,1,566.4
XZ62430,6057.07208,27681,83,13,62,0,9,398.4
RZ51338,6895.309989,28992,74,3,90,4,2,355.2
NV13794,9549.113813,55986,119,3,60,0,9,388.506303
JB23570,10593.59462,94042,132,13,67,0,9,633.6
MH24522,7735.465528,0,101,11,34,0,3,563.284331
TD78032,2306.427813,0,67,19,70,0,1,482.4
WW41496,31234.89323,70164,88,34,3,0,2,375.401079
IF32545,5096.673223,22886,65,9,81,0,3,312.0
HF72557,3226.790317,19948,89,17,84,0,1,427.2
MD41042,5896.536531,39293,74,17,48,0,6,352.740946
UP31333,13869.92705,28432,118,1,59,0,2,612.300581
UC35517,18532.40504,0,70,1,30,0,2,504.0
HS89788,7716.439345,0,107,2,93,0,4,1166.754216
SG82836,6439.779016,47412,81,10,39,0,7,421.824276
VM50666,9718.463569,0,65,12,46,0,2,312.0
MD70513,12759.27844,68351,107,16,90,0,2,725.339771
YX96463,5926.980962,58733,74,26,42,0,9,355.2
LH38387,11389.94398,58187,95,18,39,0,2,76.73348
BY59578,3497.483075,63189,88,16,95,0,1,569.124597
RN12107,9476.901955,0,254,23,55,0,1,1828.8
MZ84108,9853.773193,44006,130,18,26,0,4,494.664784
JG68387,8099.40027,60932,101,7,35,0,3,484.8
AQ94108,8507.832473,56704,71,33,50,0,2,84.715044
NE85389,23903.68234,0,74,12,72,1,2,355.2
JQ35849,5360.557066,24254,68,11,84,0,5,326.4
QU93024,29706.78459,0,128,15,37,0,2,1345.317161
EQ90867,5431.213625,57125,68,13,99,0,3,326.4
PG67485,9048.983447,0,119,9,8,0,3,571.2
OX62244,4359.74197,0,64,17,84,0,9,307.2
MW98508,2889.087654,72075,73,32,1,2,1,22.569825
MM50888,3056.217296,34317,78,6,32,2,1,263.592181
QZ19741,13815.7802,96745,179,14,25,5,3,859.2
ET10831,5116.727579,95427,65,2,85,0,5,442.808018
OL72669,10033.28281,0,146,5,84,0,3,1404.845849
BM46418,2772.835753,30606,71,11,7,0,1,253.04739
VD78722,2647.519741,37876,69,13,15,0,1,300.056383
FL69981,4038.864803,0,110,17,59,0,1,528.0
EG10175,7781.89849,57474,97,21,44,0,3,280.037716
WS60888,16473.16905,22828,106,11,54,0,2,508.8
LM58227,5285.314179,65096,67,3,81,3,8,321.6
IK49861,3107.588649,0,88,1,66,0,1,87.135752
RM87465,5780.182197,51066,74,23,0,0,8,787.993313
BY75330,26939.51419,96866,113,26,88,1,2,377.385724
CF41619,2329.459058,20934,61,14,35,1,1,292.8
ZZ54454,4589.940596,32510,119,29,38,0,1,571.2
CU84967,4428.031583,58577,110,6,62,0,1,303.872752
UR56056,10881.77039,73268,137,30,35,0,3,41.139806
VN30344,5412.696604,0,80,8,44,0,3,576.0
YE67531,8382.630118,19683,117,17,41,1,9,561.6
EW67348,4834.710493,38713,66,31,69,4,6,316.8
PD69398,21710.27538,62370,94,4,10,2,2,32.00761
YT43943,2430.870824,28476,62,3,76,0,1,297.6
ON74557,14651.6153,74915,122,13,17,0,2,393.151377
JL52508,5073.282126,57709,125,10,26,0,1,600.0
UI62725,5520.476175,94676,69,27,14,0,3,331.2
LO75919,6008.184526,43543,76,11,62,0,8,339.255348
SM62247,24543.19862,68297,212,6,42,3,2,1272.487601
AF20716,2429.374554,74241,61,21,57,0,1,138.588291
LQ22609,3452.029549,61385,86,25,35,0,1,199.299449
ZP80265,4109.310394,0,62,0,23,0,8,446.4
BO87401,8714.922135,0,118,14,64,0,4,566.4
SX20211,8110.305608,52548,101,10,1,0,5,587.504777
EK61334,3669.83263,0,95,22,17,0,1,429.657692
QJ49871,3893.305281,26605,100,33,13,0,1,933.330936
OO65445,2496.476385,0,67,25,32,0,1,181.335364
WP55297,4629.970602,0,70,23,32,0,7,754.945216
WY12393,17684.65456,82667,64,5,65,1,2,307.2
JF32940,15663.65604,31789,130,11,65,0,2,316.418786
WX84274,4940.124252,0,71,10,85,0,3,551.569883
CW85845,2754.461855,25151,69,22,19,0,1,318.040989
IO57824,2953.797658,0,87,25,6,2,1,414.190987
AX86552,6198.793072,24053,87,33,53,1,7,624.532492
LM84078,12176.00621,0,117,5,3,0,2,1373.258272
GG87344,4035.009284,55407,101,30,68,1,1,275.341953
LA35379,2954.387586,62461,73,15,7,0,1,129.267408
EZ43738,5204.64616,29406,68,33,79,0,6,326.4
DF49110,8100.243093,89420,67,3,83,0,2,212.455137
IL32727,4443.631711,0,121,7,69,0,1,644.269611
QV55524,7503.367741,52464,95,9,15,0,3,515.930856
EB55390,2548.509175,43731,64,35,12,2,1,162.461078
KB54415,2473.368225,13449,68,28,13,0,1,326.4
PG14554,32777.30467,0,115,3,22,0,2,552.0
QI63521,19228.46362,0,187,14,32,0,2,897.6
DC85335,4538.117454,49821,61,26,48,4,3,333.308611
SR26762,7663.514373,34837,63,32,27,0,2,72.828431
UH86550,4177.288153,44222,104,19,3,0,1,413.196371
ON72594,11776.00378,58881,97,8,51,0,2,354.885018
LE28486,3996.772165,46210,100,2,44,0,1,46.315771
EJ86526,5490.775023,49480,70,17,57,1,4,72.686545
DQ92905,12989.81806,0,65,16,3,0,2,312.0
JL25091,4599.759229,79284,117,9,59,1,1,156.452827
HP42153,2351.878675,12928,64,12,74,0,1,307.2
OQ27893,2903.242245,20510,74,32,63,0,1,355.2
PB31909,3807.528493,0,115,16,89,0,1,828.0
AL43715,8310.704732,67541,104,10,45,0,6,203.886869
YA70612,8962.795984,97924,74,4,26,0,2,355.2
LO37570,12157.5413,40432,77,21,66,0,2,369.6
XC83045,16460.07754,16869,222,28,57,0,3,1065.6
NC47038,8788.532018,91171,110,3,64,0,8,771.39748
DS31990,5093.479191,0,71,12,55,0,3,150.878447
CR99369,5377.90796,34528,69,22,0,2,7,183.602763
RE68901,5635.746396,20303,71,24,84,0,3,340.8
VQ97965,3514.212939,73643,89,2,2,0,1,147.486454
ZK83518,4386.277558,10621,67,28,22,0,5,321.6
EJ77557,7294.5816,76407,91,22,85,0,9,436.8
QJ62033,2415.063816,0,71,20,4,0,1,511.2
OH23652,4693.751128,26607,122,3,73,0,1,585.6
NE51159,7481.825592,61783,94,17,20,0,6,658.125874
GU56606,5953.352957,20283,77,7,17,0,3,369.6
HR28499,3890.964154,43578,98,5,46,0,1,105.662175
VK92827,5352.218989,93606,67,23,44,0,3,321.6
DZ85842,8105.81483,17920,72,14,53,0,2,424.375364
HX87528,3509.968806,51800,92,29,12,0,1,299.452532
FJ57446,8434.119038,27694,108,3,3,0,7,741.850171
GU91528,4254.620669,11904,61,34,11,2,3,292.8
LR92373,2839.945741,53444,72,10,67,1,1,315.703929
LC90366,16473.16905,22828,106,11,54,0,2,508.8
UI36597,31706.9251,50719,131,33,79,0,2,870.626907
MD33155,2580.849899,46900,66,13,59,0,1,316.8
MB20764,17622.1332,0,252,31,10,0,3,1814.4
JA76884,14435.67365,60880,119,25,89,0,2,109.906628
BQ32117,12731.95161,40870,105,3,56,0,2,504.0
ZM45168,2398.354197,14321,65,20,72,0,1,423.823547
BE25221,6182.618843,20072,82,35,51,0,9,473.266879
II92123,9431.376818,77365,79,4,35,0,2,2.823303
PN35535,4651.28429,98475,115,8,22,0,1,552.0
EI17022,12168.74492,14973,115,2,75,0,2,828.0
OH41318,26122.12998,83385,131,26,77,2,2,704.337157
ER52041,3237.305187,0,90,19,91,0,1,659.435886
PY57181,9416.474669,0,86,9,83,1,2,412.8
CY12922,2506.360995,0,73,8,19,0,1,525.6
YV85096,5272.005079,98110,65,3,77,0,8,176.287711
DG34434,5246.278375,28909,66,15,66,0,8,456.702735
DL14445,10611.56172,0,96,29,5,0,2,949.953253
QL80621,2249.874803,0,62,6,2,0,1,297.6
NY57065,2816.756002,42937,71,14,9,0,1,251.779842
EO17010,4751.280948,30887,119,15,18,0,1,444.167713
LC47479,28622.31443,35442,239,10,20,0,2,1147.2
GB92679,8421.516848,95139,103,25,27,0,6,34.023132
VQ78876,4660.399573,89834,116,24,11,0,1,43.15595
YQ24856,6843.848971,0,66,18,21,0,2,478.509797
XV11038,9223.987144,18814,122,20,94,0,3,585.6
MG88768,4938.72766,82733,62,5,12,0,9,72.101019
RN36393,15114.40241,28513,100,4,22,1,2,480.0
BU59722,5037.953998,0,68,28,23,1,9,326.4
JD86991,5097.318657,67233,63,10,26,0,3,246.693624
QM60216,8906.991433,58718,226,11,0,0,1,1084.8
NJ43658,22721.47396,21724,198,4,51,0,2,1505.230405
GL34504,9095.15235,65103,115,29,41,4,3,552.0
YX51934,4898.957331,55071,61,10,14,0,5,231.516063
FO83170,2916.380797,85817,72,0,31,0,1,154.987759
JW33458,5729.855012,92254,70,7,94,0,7,245.593225
JP10227,12280.76661,88340,102,16,1,0,2,489.6
HX90683,2472.469209,63860,62,26,81,0,1,208.598246
UC19334,4698.345864,26411,126,25,9,1,1,604.8
ED61615,7950.178237,26189,69,6,42,0,2,331.2
CB78049,3299.339339,66114,92,12,6,4,1,178.842061
OS70004,7506.779365,49561,193,4,35,0,1,926.4
SM67119,7123.694599,16139,62,19,69,0,2,297.6
RO77709,8008.095994,63775,100,29,3,0,3,462.753151
QT27514,5318.89664,25134,67,3,0,0,6,321.6
ZT53375,5483.89085,87777,68,16,1,0,7,257.708912
LB35863,7244.497284,0,103,1,51,0,3,494.4
JL95389,15558.44195,62922,194,26,80,0,7,1121.633645
MF30956,8945.689398,83761,112,16,70,0,8,270.227547
FD36230,8441.667084,50801,72,25,21,3,2,43.419028
OE75629,2798.834343,48675,71,26,62,1,1,340.8
VV97308,7522.900704,55916,63,23,41,0,2,302.4
LU17507,39033.08248,0,180,11,65,0,2,864.0
TW11115,2594.7935,30064,65,20,23,0,1,296.852419
ND42562,8991.124186,0,127,29,25,0,4,1176.285998
FZ29605,2332.095228,0,67,4,99,0,1,482.4
SC30127,9244.351881,12081,82,18,18,0,2,548.064933
HI26883,6290.699249,0,95,11,23,0,5,684.0
EW15755,9880.097141,62326,122,8,53,0,8,96.00936
GH48839,11790.49617,25251,66,13,43,0,2,316.8
IX46908,5477.206072,21289,71,15,98,0,3,340.8
OO89057,4014.332715,54054,99,7,55,0,1,5.661684
LX95134,3674.56826,84814,90,25,60,0,1,512.816507
CX89767,4714.044733,46097,61,9,73,4,3,197.074966
DI45039,2754.143877,58705,69,19,95,0,1,48.956424
AI14767,40688.53442,37455,114,13,57,0,2,547.2
OJ38536,4563.859434,62010,112,2,51,0,1,537.6
TI90592,7430.347681,61568,93,3,36,0,3,240.818954
UN63889,2644.983484,90443,66,11,15,0,1,235.174197
FZ94690,26220.03266,24743,84,8,23,0,2,1008.03551
TL60066,2397.036098,22283,65,16,93,0,1,572.072106
OL61964,5207.680496,74627,65,21,61,0,6,176.735323
DN77617,5907.078117,47306,74,8,18,0,3,97.723235
BV12771,27420.81318,0,112,23,20,0,2,537.6
NA14154,5044.857229,59292,64,14,92,0,4,218.491318
ZO54248,3090.13236,23970,77,13,19,0,1,43.959921
CW13886,8514.394994,48428,72,8,5,1,2,223.728018
TT63451,20925.89544,44342,74,24,60,0,2,355.2
OW54561,3515.456573,0,103,30,13,2,1,741.6
EE34821,17666.56543,0,74,6,92,0,2,355.2
ZB85648,30313.30977,67117,85,10,38,0,2,329.423177
IE57921,4726.869327,13037,124,28,49,0,1,839.348464
OY47486,5284.509533,71960,67,12,40,0,9,151.495249
LV51815,2990.330995,73137,74,14,45,1,1,227.797105
VU99672,3548.071725,0,96,10,77,0,1,446.122702
SN69015,6371.320461,23797,81,10,57,0,3,388.8
UO54843,5372.351967,70286,67,16,66,0,3,130.143497
ES34753,5165.202368,12904,132,17,31,0,1,633.6
KE91683,8264.747863,42045,103,7,12,0,3,40.839965
YU23754,5193.770572,24948,65,3,51,0,4,280.352767
AS77287,8099.571213,25452,107,20,60,0,3,954.688499
PD36660,8845.073706,95850,109,3,16,0,3,328.502498
BQ20851,8295.977271,73556,104,31,4,0,9,497.684017
PW91494,9344.431622,0,64,25,96,1,2,307.2
NZ83890,5081.741976,0,69,17,76,0,7,93.697638
QV24282,5363.531017,43879,69,19,60,0,5,242.133552
YF67162,2429.600516,23941,61,12,1,0,1,292.8
YE20366,7183.071115,14390,65,16,4,0,2,402.778867
PN77420,5376.88732,30039,70,21,52,0,9,498.612632
CF26207,7019.177186,26806,63,32,19,0,2,302.4
WH24638,7079.170237,24450,90,4,65,0,4,250.959093
YQ16427,2415.83485,0,64,26,17,0,1,360.217299
AZ90068,8193.160528,89219,73,12,9,4,2,350.4
PL59209,6952.651187,0,73,2,38,3,2,525.6
VK93542,7465.980556,0,109,4,33,0,8,784.8
NE70589,13220.80421,29504,117,24,90,0,2,809.039071
AT52647,4014.9185,0,113,35,29,0,1,1305.275432
CW38361,8744.727173,61706,110,6,71,0,7,223.905524
BZ92811,5948.98896,88122,148,15,10,0,1,840.231575
ON68006,5520.149969,26129,70,4,38,0,3,419.187114
VG58889,5040.775434,22350,66,9,3,0,5,316.8
MI42935,5654.593045,0,83,0,12,0,7,597.6
OS21957,8896.500265,26201,112,4,48,0,8,168.901895
JG21385,8715.945469,0,84,33,20,0,2,604.8
CT62892,7868.808884,0,107,28,14,0,7,513.6
IE97795,6878.008403,39020,87,0,4,0,5,485.01384
DM59629,6411.675304,47606,81,24,50,0,4,388.8
SH48087,10144.3094,27231,88,0,7,0,2,422.4
WG93963,8575.961719,39946,218,23,99,0,1,1046.4
OQ88395,4510.542608,84300,111,13,0,0,1,202.22495
XH46220,3746.751625,41479,94,14,38,1,1,19.575683
BK61065,5479.555081,56005,68,31,30,1,3,326.4
UD87700,7164.011997,0,108,19,97,0,9,1260.456194
CO19402,13265.51039,99617,109,1,62,0,2,74.934678
KJ29915,5246.278375,28909,66,15,66,0,8,456.702735
JX52708,4556.068318,25617,63,22,3,0,3,302.4
OT42923,2751.250209,86788,70,32,68,0,1,336.0
DL34364,2914.09461,28523,77,15,12,0,1,369.6
WX16610,5824.767025,38492,72,27,34,0,3,207.901654
NH76558,5755.18214,97657,71,2,19,0,8,107.325235
SQ14756,2424.690776,49008,61,11,74,1,1,292.8
EP64069,5138.244998,72264,64,2,66,0,9,272.649844
IS63817,6047.02516,20396,76,15,60,1,4,364.8
UC83161,6106.468745,60234,152,14,98,0,1,136.217066
DL45122,3329.887725,75556,84,24,78,0,1,498.927007
KB90953,40132.01135,98710,123,21,42,0,2,587.391029
EX72956,5095.365993,69461,64,7,61,0,6,101.417253
YN15016,4471.747876,0,68,35,98,2,9,489.6
GW56797,8773.507548,0,87,24,53,0,2,626.4
QR57842,10351.37265,73895,129,2,31,0,7,825.416826
TB53616,10408.96865,20228,101,3,43,1,2,523.815839
JN10602,8201.330033,81785,67,12,44,0,2,321.6
VI94769,2248.449633,24910,63,7,63,1,1,347.857619
BQ60673,5205.024842,32946,66,13,7,0,6,316.8
JK68578,15306.13396,83868,189,30,91,0,7,134.836237
OI39449,8002.308333,0,107,3,65,0,3,513.6
NJ29981,4553.185557,0,124,1,43,0,1,714.494746
ZO16199,5354.365535,17099,69,13,28,0,9,331.2
HB12866,7449.855125,0,206,7,82,0,1,1483.2
DQ19344,3112.049841,33046,79,14,26,0,1,181.538354
GH35369,4386.277558,10621,67,28,22,0,5,321.6
QR26617,4865.848218,21498,63,23,72,0,9,302.4
QZ34525,6993.380588,0,66,7,59,0,2,439.701118
IU62399,5860.48309,36889,74,24,82,1,3,192.186026
OH23893,9115.57169,69588,114,19,45,0,6,173.080024
ZX83542,5300.686394,26585,69,26,23,0,4,308.651195
CO16841,3630.269217,0,101,34,53,0,1,727.2
MV81355,8819.018934,99845,110,23,25,1,8,528.0
HU22390,5389.499465,66429,136,35,93,0,1,57.712985
YS74016,3123.080994,0,101,1,83,4,1,960.115399
PU33703,2435.321545,43721,61,5,84,0,1,292.8
PJ59176,8754.233404,51209,109,35,3,0,6,39.49793
ML68781,2628.563096,84498,65,18,83,0,1,255.210049
JI93499,6669.184698,0,65,30,5,1,2,312.0
NY90858,6765.800532,59034,85,0,85,0,3,378.75258
IZ76711,10013.77995,0,135,26,38,0,3,773.690268
BT78461,11288.17204,96399,70,1,28,0,2,307.89535
PS68884,4686.469674,58089,118,31,83,0,1,566.4
EY71439,7131.731291,0,103,29,58,0,3,741.6
TO84268,9051.712161,60964,113,21,16,0,4,327.723713
UH93563,5306.162741,42871,67,2,13,0,6,321.6
GD57363,5133.635886,38795,65,23,64,0,3,98.354737
LU36517,11124.60499,0,112,25,69,0,2,806.4
DO93657,7285.103913,57134,91,6,6,1,8,436.8
EF41225,14627.92807,40711,121,12,38,0,2,580.8
CY97519,17086.75371,26334,63,3,73,2,2,453.6
FO36473,4298.378567,31414,116,0,68,4,1,556.8
OD66412,5018.894421,74423,62,31,10,0,5,50.800186
IW54903,7200.664877,0,66,16,77,0,2,316.8
RF64040,9591.028253,0,128,23,27,0,6,150.952506
CB17191,3240.667531,30646,81,26,26,0,1,128.57791
OI39301,8906.50609,0,118,28,33,0,3,566.4
VY90611,2499.036551,28264,63,22,9,0,1,364.622773
KF96171,8167.992322,0,117,5,27,0,6,842.4
IJ36435,5811.61185,0,79,10,22,0,8,304.550129
GX40957,18732.2012,70187,117,4,61,0,2,632.16097
RT36566,5260.623466,31006,67,20,16,0,4,321.6
ML38237,8869.631143,0,119,12,57,0,4,571.2
RR74547,2878.846941,0,85,33,69,0,1,612.0
PK26805,2810.957053,20371,71,19,14,1,1,340.8
KS36311,2701.039719,39141,68,22,7,0,1,402.456296
ZZ69693,2449.580048,0,69,20,44,0,1,496.8
FS70572,9445.925985,76837,78,2,12,0,2,23.788022
LN87823,4414.577688,0,61,23,46,0,7,643.877067
XL81489,6785.536334,0,197,6,22,0,1,1439.676002
NQ32487,3600.934326,25147,101,7,54,0,1,694.598288
XF60649,7452.939191,0,106,5,32,0,4,763.2
VA95584,12723.15311,34665,64,29,58,0,2,450.85948
FN80010,4312.642503,25404,112,16,4,0,1,578.175234
QX22025,12148.94098,37025,101,15,36,0,2,427.243803
ZU63258,3549.747466,0,100,27,32,1,1,480.0
IC74050,6153.394838,23939,160,33,78,1,1,768.0
JX80723,6272.416823,76673,80,2,59,1,4,56.082107
CT50487,2851.161121,55274,71,14,35,0,1,484.728153
VT16570,6781.125672,30324,86,15,67,0,8,143.943749
YW94562,4985.239225,31702,63,13,3,1,7,302.4
JG83075,6725.043747,0,95,15,8,0,5,684.0
SZ61563,36632.53432,70908,132,0,71,1,2,521.444011
JO60130,5838.89915,81082,73,5,85,0,4,281.295903
BG55927,12206.89208,17705,108,7,19,1,2,668.73901
BS53322,14196.96535,77738,118,18,47,0,2,463.457352
FZ13256,2670.797821,0,72,18,41,0,1,366.277224
CM38959,8033.910862,70311,66,18,15,0,2,341.395103
FS38926,9685.542977,66022,239,17,80,0,1,538.229502
EN31802,36168.34106,74140,101,31,23,2,2,484.8
TO18404,10453.2558,73604,88,12,75,0,2,398.19284
VQ53427,5406.694854,21855,74,21,49,1,6,355.2
OT50011,2671.166649,23305,68,25,26,0,1,127.157137
OO96627,3531.348165,0,98,23,46,0,1,958.502743
BN77676,4835.569505,0,71,11,71,0,6,511.2
JT64945,13422.06378,65024,67,17,15,0,2,189.869329
