index,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer__lifetime__value,income,monthly__premium__auto,months__since__last__claim,months__since__policy__inception,number_of__open__complaints,number_of__policies
7888,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Small,2664.242814,82887,66,22,4,1,1
7889,Oregon,No,Extended,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,15162.06565,71366,94,23,56,0,2
7891,Arizona,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small,4995.1712,10787,71,33,25,0,8
7892,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small,16109.75353,0,73,12,42,0,2
7893,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Small,4957.404306,10194,65,34,35,0,4
7894,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,2866.779811,81763,72,22,12,1,1
7895,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small,8719.896238,59763,73,4,31,0,2
7897,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small,6864.647514,96832,85,19,23,0,3
7898,California,No,Extended,College,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,4980.18765,21135,130,14,59,0,1
7899,California,No,Basic,High School or Below,Medical Leave,M,Rural,Married,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Large,2312.328541,16143,62,3,73,1,1
7900,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,5555.830205,74015,72,12,61,0,6
7902,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Small,2471.441785,0,70,32,14,0,1
7905,Washington,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,5801.828142,0,83,17,28,0,4
7906,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,Special L3,Offer1,Branch,SUV,Medsize,5209.945549,37940,129,11,36,0,1
7907,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,2814.438036,30703,70,15,58,0,1
7908,Arizona,No,Basic,College,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Small,5417.744055,54898,69,25,32,0,9
7910,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,SUV,Medsize,7980.304624,15630,115,8,60,1,3
7911,Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,5107.163002,35625,65,10,56,1,3
7912,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Small,2690.781969,48329,67,9,70,0,1
7913,California,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Small,4254.620669,11904,61,34,11,2,3
7914,Arizona,No,Extended,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,4643.413135,12261,125,26,80,0,1
7915,Arizona,No,Extended,High School or Below,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,6217.258012,0,86,15,94,0,9
7916,California,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,11373.98852,87810,94,15,26,3,2
7917,Oregon,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,10861.71019,64744,139,5,34,0,5
7918,Arizona,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,SUV,Small,8569.36439,0,117,13,11,0,8
7919,Washington,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,16069.95283,60735,135,11,59,0,2
7920,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,2410.355726,0,67,5,53,0,1
7921,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,SUV,Medsize,14057.42125,36261,118,14,78,0,2
7922,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Sports Car,Medsize,4872.577302,0,135,32,33,0,1
7923,Washington,Yes,Extended,Master,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Sports Car,Medsize,9031.214859,0,122,15,47,0,9
7924,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize,2993.117683,23277,77,14,68,2,1
7925,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize,5846.520588,50320,73,24,6,0,5
7926,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,2589.43003,49675,65,10,54,0,1
7927,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,6558.880167,19508,61,22,59,0,2
7928,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,8105.996039,20815,110,7,35,0,9
7929,Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,7232.609391,46621,61,20,31,0,2
7931,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Medsize,5093.379714,91814,63,30,99,0,3
7932,Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,6047.02516,20396,76,15,60,1,4
7934,Nevada,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,3438.949322,55910,86,4,3,0,1
7935,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Large,5418.463878,43054,68,5,41,0,4
7936,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,7824.492263,64543,65,1,84,0,2
7937,Oregon,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,7930.602564,75988,67,0,40,0,2
7938,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Large,9321.284825,0,64,26,99,0,2
7939,Arizona,No,Basic,College,Disabled,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,2775.080095,29051,73,31,79,0,1
7940,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large,5792.666316,87382,72,26,65,0,5
7941,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,3596.83011,30694,91,22,23,1,1
7942,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,14713.52329,0,85,4,18,0,2
7944,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,3071.784639,47528,77,10,73,1,1
7945,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Call Center,SUV,Small,8471.292552,70624,106,6,52,0,3
7946,California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Small,7205.019561,0,64,27,62,0,2
7947,Oregon,No,Extended,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,11154.67599,31409,93,10,50,0,2
7948,Nevada,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,10168.27175,35504,128,4,86,0,3
7949,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,5688.20499,44833,72,24,59,0,3
7950,Washington,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Medsize,5272.932008,24423,67,5,62,0,6
7951,California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Small,13799.05459,0,127,20,31,0,2
7952,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,4167.994667,0,69,22,98,3,8
7953,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,4242.69282,0,61,5,51,0,7
7954,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,5736.45893,96917,71,31,16,0,9
7955,Arizona,No,Basic,Bachelor,Employed,M,Urban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,2679.686625,84450,68,18,12,0,1
7956,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize,11828.61437,0,111,4,8,0,2
7957,Arizona,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Four-Door Car,Medsize,11905.06754,0,115,19,39,0,2
7958,Arizona,No,Premium,College,Disabled,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,4212.8026,10097,110,17,69,0,1
7959,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Medsize,5553.18672,33255,138,0,20,0,1
7961,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,6511.467626,42602,85,7,75,3,3
7962,Nevada,No,Basic,Doctor,Medical Leave,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,4730.355248,17250,62,16,90,0,3
7963,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,2908.020838,74212,73,16,26,0,1
7964,Washington,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,4821.156466,85756,61,18,74,0,3
7965,Arizona,Yes,Basic,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2248.449633,24910,63,7,63,1,1
7966,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,5232.454958,41596,66,12,12,0,5
7967,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Small,2557.585549,72202,63,12,13,0,1
7968,California,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,5871.175279,33967,76,0,60,0,8
7969,California,No,Extended,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Medsize,3681.978995,77951,93,28,46,3,1
7970,Oregon,No,Basic,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Small,5918.066128,77521,73,6,66,0,3
7971,Oregon,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large,16152.90489,0,109,12,66,0,2
7972,Arizona,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,4984.618655,86305,62,1,99,0,5
7973,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize,6637.228238,0,92,4,83,2,3
7974,California,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,5979.724161,57693,76,16,56,0,3
7975,Oregon,No,Basic,College,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,7736.457821,0,112,6,37,3,7
7976,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Web,Two-Door Car,Medsize,5644.474853,33137,74,16,8,0,4
7977,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,6944.739992,0,68,24,31,0,2
7979,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,13979.09014,33617,117,6,12,0,2
7980,Arizona,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,2395.968567,38460,61,11,98,0,1
7981,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,2387.858281,0,67,23,88,0,1
7982,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize,4883.335068,40171,123,13,23,0,1
7984,Nevada,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,2491.317024,36631,62,30,77,0,1
7986,California,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,12625.27947,79421,104,2,85,0,2
7987,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,5261.419836,38466,68,18,5,0,8
7988,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,4895.811925,54495,61,7,3,0,8
7989,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer3,Branch,Sports Car,Medsize,4034.926461,0,112,8,28,0,1
7992,Nevada,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,10569.62547,45776,89,2,17,0,2
7993,Arizona,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,7842.865664,94263,98,33,78,0,3
7994,Washington,No,Premium,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,7942.448548,12181,108,10,19,0,4
7996,California,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,2602.212965,28995,67,28,42,0,1
7997,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize,4112.841668,25030,113,16,97,4,1
7998,Oregon,No,Basic,College,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small,5213.068893,12613,70,6,81,0,3
7999,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2292.791874,0,64,18,30,0,1
8000,California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize,3933.813993,25927,103,6,20,0,1
8001,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,9234.277026,0,134,29,43,0,6
8002,Oregon,Yes,Basic,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,4650.063763,28215,65,15,26,0,3
8003,Nevada,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Large,3954.344534,18375,103,8,50,0,1
8004,California,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,Special L2,Offer1,Branch,Four-Door Car,Large,6953.952351,43221,87,33,51,0,7
8005,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,2876.775085,0,84,4,29,0,1
8006,Washington,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,6265.343299,0,84,18,25,1,4
8007,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small,3145.456489,52082,79,2,47,0,1
8008,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,2688.878609,50719,68,10,28,0,1
8009,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,4749.127521,0,123,33,35,0,1
8010,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Small,8364.502793,0,110,7,40,0,5
8011,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,3450.328786,39248,87,27,22,0,1
8012,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,2935.838245,0,82,11,35,0,1
8013,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,2772.502139,68463,70,19,67,1,1
8014,California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,3963.40327,38096,99,3,28,0,1
8015,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,SUV,Medsize,8062.546117,42124,101,3,78,0,6
8016,California,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,7805.31287,21073,106,25,54,1,3
8017,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,4855.773614,24149,61,15,10,0,3
8018,Washington,Yes,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,2886.451602,10312,78,10,63,0,1
8019,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,2724.430809,0,77,15,31,0,1
8020,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,9976.24549,74115,63,24,24,0,2
8021,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,3755.260251,34624,95,28,66,0,1
8022,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,SUV,Large,9642.214529,36108,128,5,35,2,9
8023,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer1,Agent,Sports Car,Small,4573.998134,0,127,22,53,0,1
8024,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,4017.055485,0,118,23,54,0,1
8025,Nevada,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Small,12052.88693,43184,102,6,81,0,2
8026,California,No,Basic,Doctor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Large,2525.419695,0,67,9,37,0,1
8027,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,8207.777598,35349,102,7,2,0,4
8028,California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Large,4569.8758,0,124,32,75,0,1
8031,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Web,SUV,Medsize,5191.047011,0,141,7,32,0,1
8032,Oregon,No,Extended,College,Employed,F,Urban,Single,Special Auto,Special L2,Offer1,Agent,Four-Door Car,Medsize,6271.315156,94880,79,18,73,3,3
8033,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,SUV,Large,4619.449922,95301,114,34,43,0,1
8034,Nevada,No,Premium,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,8571.480718,56202,107,19,33,0,8
8035,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Small,3245.479985,35592,82,34,38,0,1
8036,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,12489.21197,0,113,4,13,0,2
8037,Arizona,No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,3799.746262,0,102,1,99,0,1
8038,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,10004.74874,0,89,6,55,0,2
