,Customer,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,customer_id,Year,Effective To Date
7286,KY,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Luxury Car,Medsize,48450,2011,2011-01-09
7287,ZG,California,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,18090,2011,2011-02-19
7288,UI,Nevada,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize,99151,2011,2011-01-24
7289,VB,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Web,SUV,Medsize,59276,2011,2011-01-30
7290,CJ,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car,Medsize,64468,2011,2011-02-01
7291,GM,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Small,61951,2011,2011-02-26
7292,BO,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,15959,2011,2011-02-16
7293,ZK,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,50586,2011,2011-02-09
7294,DM,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,22923,2011,2011-02-22
7295,DQ,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Web,SUV,Medsize,58142,2011,2011-01-08
7296,YW,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,47108,2011,2011-02-19
7297,DS,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Large,62172,2011,2011-02-11
7298,VL,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,58402,2011,2011-02-09
7299,YV,Nevada,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,82597,2011,2011-01-30
7300,FN,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,33339,2011,2011-02-08
7301,UZ,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Call Center,Two-Door Car,Small,97486,2011,2011-01-17
7302,LL,California,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,92275,2011,2011-01-22
7303,FB,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car,Small,95288,2011,2011-01-17
7304,NB,Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,30472,2011,2011-01-24
7305,RX,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,66745,2011,2011-01-25
7306,II,California,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,97469,2011,2011-01-24
7307,VF,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Sports Car,Medsize,17463,2011,2011-02-07
7308,GW,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,77328,2011,2011-02-03
7309,CF,California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,44171,2011,2011-02-27
7310,ZN,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Large,65873,2011,2011-02-24
7311,EO,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,75698,2011,2011-01-09
7312,GB,California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,94407,2011,2011-01-01
7313,KM,California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Small,63956,2011,2011-01-31
7314,LM,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car,Small,79795,2011,2011-02-20
7315,XT,Arizona,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large,35473,2011,2011-01-15
7316,LO,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,90163,2011,2011-01-23
7317,LU,California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,65596,2011,2011-01-20
7318,SV,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,SUV,Medsize,94314,2011,2011-02-09
7319,RW,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV,Medsize,86245,2011,2011-02-06
7320,JG,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Large,41490,2011,2011-01-10
7321,FO,California,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Offer4,Call Center,Four-Door Car,Large,63400,2011,2011-01-04
7322,FE,Washington,No,Extended,Bachelor,Disabled,M,Rural,Divorced,Personal Auto,Offer1,Web,Two-Door Car,Medsize,84109,2011,2011-01-21
7323,KG,Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,21285,2011,2011-01-24
7324,TQ,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,33359,2011,2011-02-11
7325,ZG,Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,59671,2011,2011-01-14
7326,AY,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,19539,2011,2011-02-23
7327,KU,Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,23440,2011,2011-02-25
7328,IJ,California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize,83011,2011,2011-01-28
7329,KE,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Small,35335,2011,2011-01-17
7330,FE,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,90301,2011,2011-01-09
7331,CK,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Small,35310,2011,2011-01-02
7332,XU,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,97999,2011,2011-01-22
7333,RF,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,73329,2011,2011-01-17
7334,WO,Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,12850,2011,2011-02-17
7335,AB,Oregon,No,Basic,High School or Below,Retired,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize,26022,2011,2011-01-10
7336,HL,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Large,91178,2011,2011-02-24
7337,HS,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small,77089,2011,2011-01-19
7338,WK,California,No,Basic,Doctor,Employed,M,Rural,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,18603,2011,2011-02-18
7339,XS,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,44101,2011,2011-02-04
7340,RE,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,SUV,Small,93978,2011,2011-02-26
7341,WX,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Agent,Luxury Car,Small,19595,2011,2011-01-01
7342,EA,Arizona,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,55071,2011,2011-02-28
7343,HH,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,45183,2011,2011-02-10
7344,NL,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,75739,2011,2011-01-02
7345,XE,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Offer4,Web,Four-Door Car,Small,96798,2011,2011-01-09
7346,UU,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Web,SUV,Small,12600,2011,2011-01-09
7347,NL,Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer3,Call Center,Two-Door Car,Large,39999,2011,2011-01-27
7348,ZN,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Small,45349,2011,2011-01-16
7349,EV,California,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer3,Branch,Four-Door Car,Small,34073,2011,2011-01-15
7350,HM,Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,94328,2011,2011-02-19
7351,QX,Oregon,No,Premium,Master,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,64770,2011,2011-01-11
7352,IN,California,No,Extended,College,Employed,F,Suburban,Single,Special Auto,Offer1,Branch,Four-Door Car,Small,95983,2011,2011-01-10
7353,AD,California,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,89594,2011,2011-01-18
7354,SQ,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,37580,2011,2011-01-04
7355,IN,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,64985,2011,2011-01-26
7356,UL,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,96474,2011,2011-02-27
7357,IG,California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Large,89777,2011,2011-01-09
7358,YJ,California,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Offer3,Branch,SUV,Medsize,14330,2011,2011-01-12
7359,NK,California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,20941,2011,2011-02-25
7360,XQ,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize,28930,2011,2011-01-19
7361,LY,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,73893,2011,2011-01-21
7362,II,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Small,20035,2011,2011-02-13
7363,OH,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Large,69760,2011,2011-02-02
7364,WN,Washington,No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,45973,2011,2011-02-16
7365,UT,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Luxury SUV,Small,21323,2011,2011-02-13
7366,GM,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer3,Agent,Luxury Car,Small,46746,2011,2011-01-17
7367,GZ,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,64473,2011,2011-01-12
7368,FE,California,No,Basic,Doctor,Employed,M,Suburban,Single,Corporate Auto,Offer3,Agent,Two-Door Car,Small,93959,2011,2011-01-24
7369,YC,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Call Center,Two-Door Car,Small,33550,2011,2011-01-19
7370,MT,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,91532,2011,2011-02-12
7371,XE,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,65072,2011,2011-01-11
7372,AT,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,72574,2011,2011-02-16
7373,FP,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,10040,2011,2011-01-23
7374,AQ,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,51159,2011,2011-01-17
7375,HB,Arizona,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,21182,2011,2011-02-26
7376,SM,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,17747,2011,2011-01-18
7377,YA,Arizona,No,Extended,Master,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,87855,2011,2011-02-20
7378,MR,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,52230,2011,2011-02-02
7379,FR,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Two-Door Car,Medsize,54989,2011,2011-02-10
7380,RW,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate Auto,Offer1,Call Center,Luxury SUV,Medsize,82766,2011,2011-01-30
7381,IX,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,60941,2011,2011-01-05
7382,GQ,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,26671,2011,2011-02-06
7383,UH,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer4,Call Center,Sports Car,Medsize,89141,2011,2011-01-23
7384,WO,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,30947,2011,2011-01-08
7385,ZN,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,86559,2011,2011-01-30
7386,NZ,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,73268,2011,2011-01-23
7387,YD,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Luxury Car,Medsize,80815,2011,2011-01-05
7388,BE,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,54454,2011,2011-01-10
7389,JB,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small,76199,2011,2011-02-14
7390,PN,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer3,Agent,SUV,Medsize,68458,2011,2011-01-23
7391,IM,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,55696,2011,2011-01-16
7392,UD,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,99395,2011,2011-02-22
7393,PA,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Small,90653,2011,2011-02-14
7394,WE,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,64939,2011,2011-01-12
7395,KC,Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize,67652,2011,2011-02-04
7396,FQ,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer4,Agent,SUV,Small,33633,2011,2011-01-03
7397,QS,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,23134,2011,2011-01-22
7398,EZ,Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small,70589,2011,2011-01-28
7399,KT,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,91115,2011,2011-01-12
7400,RS,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Branch,Two-Door Car,Large,66246,2011,2011-01-18
7401,YX,Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,72707,2011,2011-01-19
7402,LJ,Nevada,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Special Auto,Offer2,Agent,SUV,Small,79533,2011,2011-02-23
7403,JQ,California,No,Extended,College,Employed,M,Rural,Divorced,Special Auto,Offer3,Web,Four-Door Car,Medsize,95021,2011,2011-02-13
7404,ET,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,88948,2011,2011-02-08
7405,GW,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car,Small,43195,2011,2011-02-13
7406,MQ,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,54182,2011,2011-02-11
7407,WM,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,39308,2011,2011-01-03
7408,DK,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car,Medsize,20428,2011,2011-02-19
7409,IZ,California,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,67803,2011,2011-01-28
7410,VW,Washington,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,65351,2011,2011-01-26
7411,SY,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,36127,2011,2011-02-28
7412,LA,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,20890,2011,2011-01-28
7413,EP,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,48362,2011,2011-01-27
7414,BI,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,46495,2011,2011-02-06
7415,ON,Washington,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,91363,2011,2011-01-03
7416,TG,California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize,95261,2011,2011-02-23
7417,EE,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,59791,2011,2011-02-07
7418,IV,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,84135,2011,2011-02-27
7419,TE,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize,11374,2011,2011-02-27
7420,GH,Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,12466,2011,2011-01-28
7421,PC,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Small,43437,2011,2011-01-20
7422,PW,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer4,Call Center,Four-Door Car,Small,98890,2011,2011-01-19
7423,BQ,Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,94892,2011,2011-01-05
7424,LA,Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV,Medsize,33814,2011,2011-01-05
7425,WM,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Small,87004,2011,2011-01-06
7426,OL,California,No,Premium,College,Disabled,M,Suburban,Divorced,Personal Auto,Offer4,Agent,SUV,Small,28902,2011,2011-01-04
7427,VW,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Call Center,Four-Door Car,Medsize,88885,2011,2011-01-14
7428,OQ,California,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car,Large,51004,2011,2011-02-25
7429,GJ,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Small,88864,2011,2011-01-30
7430,AF,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,69537,2011,2011-01-06
7431,TX,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Luxury SUV,Medsize,11163,2011,2011-01-21
7432,FG,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Four-Door Car,Small,43850,2011,2011-01-14
